year,city,total_population,migration_population,ratio
2020,铜陵(3407),223186,14497,6.5
2000,银川(6401),440655,70661,16.04
2001,银川(6401),494425,91530,18.51
2002,银川(6401),548154,114529,20.89
2003,银川(6401),605432,143442,23.69
2004,银川(6401),657101,168061,25.58
2005,银川(6401),722440,197905,27.39
2006,银川(6401),837734,247041,29.49
2007,银川(6401),955245,298506,31.25
2008,银川(6401),1039194,315598,30.37
2009,银川(6401),1157738,367250,31.72
2010,银川(6401),1173140,337815,28.8
2011,银川(6401),1191719,322416,27.05
2012,银川(6401),1205678,313660,26.02
2013,银川(6401),1237585,311624,25.18
2014,银川(6401),1257216,300974,23.94
2015,银川(6401),1217855,284251,23.34
2016,银川(6401),1194213,268133,22.45
2017,银川(6401),1176389,253979,21.59
2018,银川(6401),1156465,245513,21.23
2019,银川(6401),1122808,230783,20.55
2020,银川(6401),1780320,359115,20.17
2000,锦州(2107),219127,7785,3.55
2001,锦州(2107),221059,8655,3.92
2002,锦州(2107),223861,9415,4.21
2003,锦州(2107),227540,10426,4.58
2004,锦州(2107),231898,11366,4.9
2005,锦州(2107),240782,12670,5.26
2006,锦州(2107),263735,14762,5.6
2007,锦州(2107),287011,17099,5.96
2008,锦州(2107),310211,19603,6.32
2009,锦州(2107),333710,22357,6.7
2010,锦州(2107),347803,24632,7.08
2011,锦州(2107),362153,25786,7.12
2012,锦州(2107),371884,26675,7.17
2013,锦州(2107),386186,27825,7.21
2014,锦州(2107),398920,28973,7.26
2015,锦州(2107),389721,28365,7.28
2016,锦州(2107),386620,28247,7.31
2017,锦州(2107),385156,28249,7.33
2018,锦州(2107),380639,28037,7.37
2019,锦州(2107),372670,27478,7.37
2020,锦州(2107),599633,49782,8.3
2000,镇江(3211),540807,50990,9.43
2001,镇江(3211),558668,58088,10.4
2002,镇江(3211),577979,65516,11.34
2003,镇江(3211),598779,73542,12.28
2004,镇江(3211),620488,81907,13.2
2005,镇江(3211),654770,92431,14.12
2006,镇江(3211),727528,108815,14.96
2007,镇江(3211),802025,126948,15.83
2008,镇江(3211),877960,146638,16.7
2009,镇江(3211),954942,167313,17.52
2010,镇江(3211),1004630,183260,18.24
2011,镇江(3211),1043841,189080,18.11
2012,镇江(3211),1069540,192493,18.0
2013,镇江(3211),1109363,198902,17.93
2014,镇江(3211),1145396,205130,17.91
2015,镇江(3211),1117586,199662,17.87
2016,镇江(3211),1108336,197812,17.85
2017,镇江(3211),1103447,196633,17.82
2018,镇江(3211),1089172,193401,17.76
2019,镇江(3211),1065820,188834,17.72
2020,镇江(3211),1697395,300089,17.68
2000,长春(2201),684307,27074,3.96
2001,长春(2201),741415,34382,4.64
2002,长春(2201),795260,42227,5.31
2003,长春(2201),847492,50671,5.98
2004,长春(2201),898524,59791,6.65
2005,长春(2201),965925,70716,7.32
2006,长春(2201),1090985,87288,8.0
2007,长春(2201),1218447,105634,8.67
2008,长春(2201),1348146,125916,9.34
2009,长春(2201),1480073,148157,10.01
2010,长春(2201),1572405,168067,10.69
2011,长春(2201),1636642,174923,10.69
2012,长春(2201),1679357,179415,10.68
2013,长春(2201),1743368,186386,10.69
2014,长春(2201),1800171,192394,10.69
2015,长春(2201),1757500,187747,10.68
2016,长春(2201),1743339,186404,10.69
2017,长春(2201),1736072,185506,10.69
2018,长春(2201),1715027,183397,10.69
2019,长春(2201),1679298,179355,10.68
2020,长春(2201),2675659,286213,10.7
2000,长沙(4301),1036574,87698,8.46
2001,长沙(4301),1135043,111577,9.83
2002,长沙(4301),1230601,137422,11.17
2003,长沙(4301),1324990,166520,12.57
2004,长沙(4301),1420104,198508,13.98
2005,长沙(4301),1539129,233547,15.17
2006,长沙(4301),1752386,287268,16.39
2007,长沙(4301),1973067,347523,17.61
2008,长沙(4301),2201331,414372,18.82
2009,长沙(4301),2436589,487876,20.02
2010,长沙(4301),2575387,519424,20.17
2011,长沙(4301),2647636,507811,19.18
2012,长沙(4301),2694863,499393,18.53
2013,长沙(4301),2780561,501404,18.03
2014,长沙(4301),2851809,498085,17.47
2015,长沙(4301),2773040,475338,17.14
2016,长沙(4301),2730389,451294,16.53
2017,长沙(4301),2693375,423476,15.72
2018,长沙(4301),2647091,405131,15.3
2019,长沙(4301),2574932,379528,14.74
2020,长沙(4301),4072439,574758,14.11
2000,长治(1404),160258,4301,2.68
2001,长治(1404),165132,4957,3.0
2002,长治(1404),170520,5722,3.36
2003,长治(1404),175893,6437,3.66
2004,长治(1404),181531,7166,3.95
2005,长治(1404),190472,7989,4.19
2006,长治(1404),210533,9437,4.48
2007,长治(1404),230844,11014,4.77
2008,长治(1404),251332,12670,5.04
2009,长治(1404),271709,14475,5.33
2010,长治(1404),284654,15803,5.55
2011,长治(1404),296339,16582,5.6
2012,长治(1404),304135,17134,5.63
2013,长治(1404),315883,17991,5.7
2014,长治(1404),326363,18700,5.73
2015,长治(1404),318730,18296,5.74
2016,长治(1404),316178,18291,5.79
2017,长治(1404),314995,18290,5.81
2018,长治(1404),311258,18083,5.81
2019,长治(1404),304790,17779,5.83
2020,长治(1404),485755,28466,5.86
2000,阜新(2109),97986,2713,2.77
2001,阜新(2109),100368,3158,3.15
2002,阜新(2109),103496,3762,3.63
2003,阜新(2109),106445,4054,3.81
2004,阜新(2109),109785,4638,4.22
2005,阜新(2109),115341,5230,4.53
2006,阜新(2109),127370,6246,4.9
2007,阜新(2109),139997,7265,5.19
2008,阜新(2109),152474,8519,5.59
2009,阜新(2109),164632,9735,5.91
2010,阜新(2109),172690,10851,6.28
2011,阜新(2109),179848,11225,6.24
2012,阜新(2109),184396,11608,6.3
2013,阜新(2109),191449,11968,6.25
2014,阜新(2109),197689,12403,6.27
2015,阜新(2109),193227,12178,6.3
2016,阜新(2109),191638,12163,6.35
2017,阜新(2109),190881,12165,6.37
2018,阜新(2109),188549,12044,6.39
2019,阜新(2109),184679,11915,6.45
2020,阜新(2109),295576,20212,6.84
2000,阜阳(3412),87795,548,0.62
2001,阜阳(3412),100814,680,0.67
2002,阜阳(3412),112210,828,0.74
2003,阜阳(3412),123275,1196,0.97
2004,阜阳(3412),132942,1292,0.97
2005,阜阳(3412),145339,1756,1.21
2006,阜阳(3412),165983,2272,1.37
2007,阜阳(3412),186590,2812,1.51
2008,阜阳(3412),208195,3488,1.68
2009,阜阳(3412),229400,4201,1.83
2010,阜阳(3412),245030,5313,2.17
2011,阜阳(3412),255037,5560,2.18
2012,阜阳(3412),261753,5733,2.19
2013,阜阳(3412),271592,5845,2.15
2014,阜阳(3412),280401,5920,2.11
2015,阜阳(3412),273861,5808,2.12
2016,阜阳(3412),271448,5732,2.11
2017,阜阳(3412),270389,5548,2.05
2018,阜阳(3412),266939,5428,2.03
2019,阜阳(3412),261226,5212,2.0
2020,阜阳(3412),416325,8473,2.04
2000,防城港(4506),65374,3115,4.76
2001,防城港(4506),72597,3983,5.49
2002,防城港(4506),78870,5009,6.35
2003,防城港(4506),85304,6077,7.12
2004,防城港(4506),91308,7255,7.95
2005,防城港(4506),99077,8608,8.69
2006,防城港(4506),112042,10123,9.04
2007,防城港(4506),125981,12335,9.79
2008,防城港(4506),139946,14506,10.37
2009,防城港(4506),154013,17021,11.05
2010,防城港(4506),164138,19031,11.59
2011,防城港(4506),170831,19608,11.48
2012,防城港(4506),175024,19854,11.34
2013,防城港(4506),181260,20317,11.21
2014,防城港(4506),186925,20660,11.05
2015,防城港(4506),182121,20005,10.98
2016,防城港(4506),180438,19610,10.87
2017,防城港(4506),179609,19224,10.7
2018,防城港(4506),177218,18743,10.58
2019,防城港(4506),173198,18094,10.45
2020,防城港(4506),273100,26242,9.61
2000,阳江(4417),190302,8743,4.59
2001,阳江(4417),176467,7991,4.53
2002,阳江(4417),165590,7454,4.5
2003,阳江(4417),156920,7102,4.53
2004,阳江(4417),149591,6687,4.47
2005,阳江(4417),146126,6534,4.47
2006,阳江(4417),151657,6817,4.5
2007,阳江(4417),156498,7101,4.54
2008,阳江(4417),160657,7246,4.51
2009,阳江(4417),164586,7462,4.53
2010,阳江(4417),164072,7373,4.49
2011,阳江(4417),170880,7646,4.47
2012,阳江(4417),175137,7747,4.42
2013,阳江(4417),181896,7930,4.36
2014,阳江(4417),187556,8118,4.33
2015,阳江(4417),183188,7910,4.32
2016,阳江(4417),181746,7786,4.28
2017,阳江(4417),180809,7746,4.28
2018,阳江(4417),178525,7618,4.27
2019,阳江(4417),174685,7301,4.18
2020,阳江(4417),278296,11635,4.18
2000,阳泉(1403),149896,9077,6.06
2001,阳泉(1403),157496,10937,6.94
2002,阳泉(1403),164345,12458,7.58
2003,阳泉(1403),171687,14367,8.37
2004,阳泉(1403),179234,16361,9.13
2005,阳泉(1403),190271,18697,9.83
2006,阳泉(1403),212439,22388,10.54
2007,阳泉(1403),235012,26461,11.26
2008,阳泉(1403),258091,30874,11.96
2009,阳泉(1403),281488,35817,12.72
2010,阳泉(1403),295875,38485,13.01
2011,阳泉(1403),308386,40313,13.07
2012,阳泉(1403),316616,41606,13.14
2013,阳泉(1403),328973,43547,13.24
2014,阳泉(1403),339966,45111,13.27
2015,阳泉(1403),331949,44221,13.32
2016,阳泉(1403),329481,44094,13.38
2017,阳泉(1403),328490,44166,13.45
2018,阳泉(1403),324571,43684,13.46
2019,阳泉(1403),317956,42880,13.49
2020,阳泉(1403),506659,68582,13.54
2000,陇南(6212),0,0,nan
2001,陇南(6212),0,0,nan
2002,陇南(6212),0,0,nan
2003,陇南(6212),0,0,nan
2004,陇南(6212),0,0,nan
2005,陇南(6212),0,0,nan
2006,陇南(6212),0,0,nan
2007,陇南(6212),0,0,nan
2008,陇南(6212),0,0,nan
2009,陇南(6212),0,0,nan
2010,陇南(6212),0,0,nan
2011,陇南(6212),0,0,nan
2012,陇南(6212),0,0,nan
2013,陇南(6212),0,0,nan
2014,陇南(6212),0,0,nan
2015,陇南(6212),0,0,nan
2016,陇南(6212),0,0,nan
2017,陇南(6212),0,0,nan
2018,陇南(6212),0,0,nan
2019,陇南(6212),0,0,nan
2020,陇南(6212),0,0,nan
2000,随州(4213),21083,16,0.08
2001,随州(4213),24690,80,0.32
2002,随州(4213),28140,160,0.57
2003,随州(4213),30827,216,0.7
2004,随州(4213),34033,348,1.02
2005,随州(4213),37399,424,1.13
2006,随州(4213),42718,573,1.34
2007,随州(4213),48270,708,1.47
2008,随州(4213),53974,828,1.53
2009,随州(4213),59557,1032,1.73
2010,随州(4213),63961,1212,1.89
2011,随州(4213),66319,1213,1.83
2012,随州(4213),68051,1260,1.85
2013,随州(4213),70680,1272,1.8
2014,随州(4213),73125,1341,1.83
2015,随州(4213),71213,1292,1.81
2016,随州(4213),70702,1272,1.8
2017,随州(4213),70437,1260,1.79
2018,随州(4213),69467,1260,1.81
2019,随州(4213),68048,1221,1.79
2020,随州(4213),108749,2273,2.09
2000,雅安(5118),76216,1993,2.61
2001,雅安(5118),75319,2105,2.79
2002,雅安(5118),75392,2273,3.01
2003,雅安(5118),75689,2517,3.33
2004,雅安(5118),76124,2573,3.38
2005,雅安(5118),78087,2813,3.6
2006,雅安(5118),84565,3201,3.79
2007,雅安(5118),91428,3814,4.17
2008,雅安(5118),97643,4071,4.17
2009,雅安(5118),104199,4694,4.5
2010,雅安(5118),107747,5034,4.67
2011,雅安(5118),112399,5302,4.72
2012,雅安(5118),115241,5454,4.73
2013,雅安(5118),119725,5714,4.77
2014,雅安(5118),123544,5902,4.78
2015,雅安(5118),120712,5823,4.82
2016,雅安(5118),119833,5834,4.87
2017,雅安(5118),119317,5859,4.91
2018,雅安(5118),117970,5799,4.92
2019,雅安(5118),115593,5786,5.01
2020,雅安(5118),183950,9152,4.98
2000,青岛(3702),1065766,77034,7.23
2001,青岛(3702),1226025,106959,8.72
2002,青岛(3702),1377054,140226,10.18
2003,青岛(3702),1521183,176130,11.58
2004,青岛(3702),1662277,215130,12.94
2005,青岛(3702),1832672,261112,14.25
2006,青岛(3702),2116809,329909,15.59
2007,青岛(3702),2412525,407856,16.91
2008,青岛(3702),2720435,496402,18.25
2009,青岛(3702),3041503,596978,19.63
2010,青岛(3702),3269578,672812,20.58
2011,青岛(3702),3385118,682539,20.16
2012,青岛(3702),3460274,687232,19.86
2013,青岛(3702),3577769,699110,19.54
2014,青岛(3702),3679013,706122,19.19
2015,青岛(3702),3582592,680267,18.99
2016,青岛(3702),3539149,660542,18.66
2017,青岛(3702),3516098,649104,18.46
2018,青岛(3702),3465115,633333,18.28
2019,青岛(3702),3384920,611752,18.07
2020,青岛(3702),5371287,953267,17.75
2000,鞍山(2103),309944,13755,4.44
2001,鞍山(2103),306013,14578,4.76
2002,鞍山(2103),304698,15596,5.12
2003,鞍山(2103),304953,16487,5.41
2004,鞍山(2103),306357,17534,5.72
2005,鞍山(2103),313986,18906,6.02
2006,鞍山(2103),340462,21603,6.35
2007,鞍山(2103),366652,24432,6.66
2008,鞍山(2103),392703,27436,6.99
2009,鞍山(2103),419027,30553,7.29
2010,鞍山(2103),433331,32991,7.61
2011,鞍山(2103),451075,34393,7.62
2012,鞍山(2103),462940,35347,7.64
2013,鞍山(2103),480551,36685,7.63
2014,鞍山(2103),496385,38046,7.66
2015,鞍山(2103),484623,37190,7.67
2016,鞍山(2103),480770,36895,7.67
2017,鞍山(2103),478928,36877,7.7
2018,鞍山(2103),473320,36697,7.75
2019,鞍山(2103),463745,36116,7.79
2020,鞍山(2103),742918,61959,8.34
2000,韶关(4402),430213,34131,7.93
2001,韶关(4402),411712,33495,8.14
2002,韶关(4402),398614,33257,8.34
2003,韶关(4402),388815,33195,8.54
2004,韶关(4402),381734,33264,8.71
2005,韶关(4402),383375,34118,8.9
2006,韶关(4402),408604,37743,9.24
2007,韶关(4402),432960,41554,9.6
2008,韶关(4402),456744,45498,9.96
2009,韶关(4402),479804,49552,10.33
2010,韶关(4402),489967,52366,10.69
2011,韶关(4402),509978,54442,10.68
2012,韶关(4402),523503,56040,10.7
2013,韶关(4402),543541,58156,10.7
2014,韶关(4402),561123,59972,10.69
2015,韶关(4402),547728,58465,10.67
2016,韶关(4402),543461,58059,10.68
2017,韶关(4402),540982,57597,10.65
2018,韶关(4402),534252,56839,10.64
2019,韶关(4402),522972,55495,10.61
2020,韶关(4402),833046,88354,10.61
2000,马鞍山(3405),0,0,nan
2001,马鞍山(3405),0,0,nan
2002,马鞍山(3405),0,0,nan
2003,马鞍山(3405),0,0,nan
2004,马鞍山(3405),0,0,nan
2005,马鞍山(3405),0,0,nan
2006,马鞍山(3405),0,0,nan
2007,马鞍山(3405),0,0,nan
2008,马鞍山(3405),0,0,nan
2009,马鞍山(3405),0,0,nan
2010,马鞍山(3405),0,0,nan
2011,马鞍山(3405),0,0,nan
2012,马鞍山(3405),0,0,nan
2013,马鞍山(3405),0,0,nan
2014,马鞍山(3405),0,0,nan
2015,马鞍山(3405),0,0,nan
2016,马鞍山(3405),0,0,nan
2017,马鞍山(3405),0,0,nan
2018,马鞍山(3405),0,0,nan
2019,马鞍山(3405),0,0,nan
2020,马鞍山(3405),0,0,nan
2000,驻马店(4117),116027,816,0.7
2001,驻马店(4117),111925,816,0.73
2002,驻马店(4117),108268,816,0.75
2003,驻马店(4117),105975,828,0.78
2004,驻马店(4117),104087,828,0.8
2005,驻马店(4117),104621,996,0.95
2006,驻马店(4117),111519,1080,0.97
2007,驻马店(4117),117958,1212,1.03
2008,驻马店(4117),124198,1260,1.01
2009,驻马店(4117),130751,1424,1.09
2010,驻马店(4117),133154,1624,1.22
2011,驻马店(4117),138769,1696,1.22
2012,驻马店(4117),142244,1736,1.22
2013,驻马店(4117),147647,1848,1.25
2014,驻马店(4117),152507,1884,1.24
2015,驻马店(4117),148949,1848,1.24
2016,驻马店(4117),147613,1812,1.23
2017,驻马店(4117),147012,1809,1.23
2018,驻马店(4117),145340,1809,1.24
2019,驻马店(4117),142315,1804,1.27
2020,驻马店(4117),226701,2933,1.29
2000,鸡西(2303),238301,16257,6.82
2001,鸡西(2303),220874,15193,6.88
2002,鸡西(2303),207845,14490,6.97
2003,鸡西(2303),196698,13835,7.03
2004,鸡西(2303),188206,13541,7.19
2005,鸡西(2303),183999,13356,7.26
2006,鸡西(2303),190698,14067,7.38
2007,鸡西(2303),196895,14729,7.48
2008,鸡西(2303),202573,15474,7.64
2009,鸡西(2303),207976,16138,7.76
2010,鸡西(2303),207313,16316,7.87
2011,鸡西(2303),215881,17068,7.91
2012,鸡西(2303),221683,17723,7.99
2013,鸡西(2303),230513,18670,8.1
2014,鸡西(2303),238408,19629,8.23
2015,鸡西(2303),232732,19222,8.26
2016,鸡西(2303),231293,19390,8.38
2017,鸡西(2303),230510,19556,8.48
2018,鸡西(2303),228112,19645,8.61
2019,鸡西(2303),223513,19559,8.75
2020,鸡西(2303),356837,31731,8.89
2000,鹤壁(4106),70161,1812,2.58
2001,鹤壁(4106),64786,1677,2.59
2002,鹤壁(4106),60827,1625,2.67
2003,鹤壁(4106),57072,1493,2.62
2004,鹤壁(4106),54378,1413,2.6
2005,鹤壁(4106),52858,1292,2.44
2006,鹤壁(4106),54524,1425,2.61
2007,鹤壁(4106),56485,1493,2.64
2008,鹤壁(4106),57916,1492,2.58
2009,鹤壁(4106),59161,1645,2.78
2010,鹤壁(4106),58445,1401,2.4
2011,鹤壁(4106),60756,1492,2.46
2012,鹤壁(4106),62411,1513,2.42
2013,鹤壁(4106),64710,1645,2.54
2014,鹤壁(4106),66962,1684,2.51
2015,鹤壁(4106),65372,1657,2.53
2016,鹤壁(4106),64715,1645,2.54
2017,鹤壁(4106),64605,1645,2.55
2018,鹤壁(4106),63801,1645,2.58
2019,鹤壁(4106),62385,1492,2.39
2020,鹤壁(4106),99537,2517,2.53
2000,鹤岗(2304),140260,9979,7.11
2001,鹤岗(2304),130251,9538,7.32
2002,鹤岗(2304),122627,9037,7.37
2003,鹤岗(2304),116121,8721,7.51
2004,鹤岗(2304),111091,8361,7.53
2005,鹤岗(2304),108742,8269,7.6
2006,鹤岗(2304),112874,8744,7.75
2007,鹤岗(2304),116521,9096,7.81
2008,鹤岗(2304),120110,9546,7.95
2009,鹤岗(2304),123148,9813,7.97
2010,鹤岗(2304),123430,9970,8.08
2011,鹤岗(2304),128506,10518,8.18
2012,鹤岗(2304),131848,10879,8.25
2013,鹤岗(2304),137114,11355,8.28
2014,鹤岗(2304),141331,11708,8.28
2015,鹤岗(2304),138093,11626,8.42
2016,鹤岗(2304),137325,11647,8.48
2017,鹤岗(2304),136710,11682,8.55
2018,鹤岗(2304),135265,11687,8.64
2019,鹤岗(2304),132684,11592,8.74
2020,鹤岗(2304),211396,18799,8.89
2000,鹰潭(3606),57438,1665,2.9
2001,鹰潭(3606),56433,1737,3.08
2002,鹰潭(3606),55960,1809,3.23
2003,鹰潭(3606),55454,1885,3.4
2004,鹰潭(3606),55205,1909,3.46
2005,鹰潭(3606),57123,2049,3.59
2006,鹰潭(3606),61648,2445,3.97
2007,鹰潭(3606),66004,2617,3.96
2008,鹰潭(3606),70369,2973,4.22
2009,鹰潭(3606),74913,3198,4.27
2010,鹰潭(3606),77000,3430,4.45
2011,鹰潭(3606),80450,3646,4.53
2012,鹰潭(3606),82483,3818,4.63
2013,鹰潭(3606),85471,3870,4.53
2014,鹰潭(3606),88196,3911,4.43
2015,鹰潭(3606),86035,3874,4.5
2016,鹰潭(3606),85475,3870,4.53
2017,鹰潭(3606),85165,3846,4.52
2018,鹰潭(3606),84081,3818,4.54
2019,鹰潭(3606),82341,3673,4.46
2020,鹰潭(3606),131069,5839,4.45
2000,黄冈(4211),114031,996,0.87
2001,黄冈(4211),112154,1044,0.93
2002,黄冈(4211),111329,1084,0.97
2003,黄冈(4211),110655,1196,1.08
2004,黄冈(4211),110950,1212,1.09
2005,黄冈(4211),113209,1272,1.12
2006,黄冈(4211),122506,1492,1.22
2007,黄冈(4211),131756,1736,1.32
2008,黄冈(4211),140311,1896,1.35
2009,黄冈(4211),149471,2133,1.43
2010,黄冈(4211),154207,2552,1.65
2011,黄冈(4211),160479,2620,1.63
2012,黄冈(4211),164494,2669,1.62
2013,黄冈(4211),171065,2808,1.64
2014,黄冈(4211),176596,2933,1.66
2015,黄冈(4211),172356,2808,1.63
2016,黄冈(4211),170988,2736,1.6
2017,黄冈(4211),170219,2700,1.59
2018,黄冈(4211),168169,2693,1.6
2019,黄冈(4211),164447,2620,1.59
2020,黄冈(4211),262755,4704,1.79
2000,黄山(3410),59492,1213,2.04
2001,黄山(3410),66125,1677,2.54
2002,黄山(3410),72598,2149,2.96
2003,黄山(3410),78482,2713,3.46
2004,黄山(3410),84016,3298,3.93
2005,黄山(3410),91101,4205,4.62
2006,黄山(3410),104217,5419,5.2
2007,黄山(3410),117101,6494,5.55
2008,黄山(3410),129962,7910,6.09
2009,黄山(3410),142983,9391,6.57
2010,黄山(3410),152797,11045,7.23
2011,黄山(3410),159223,11631,7.3
2012,黄山(3410),163376,11838,7.25
2013,黄山(3410),169745,12359,7.28
2014,黄山(3410),174928,12565,7.18
2015,黄山(3410),170648,12256,7.18
2016,黄山(3410),169116,12121,7.17
2017,黄山(3410),168516,11945,7.09
2018,黄山(3410),166291,11634,7.0
2019,黄山(3410),162754,11310,6.95
2020,黄山(3410),260396,19296,7.41
2000,黄石(4202),194026,8566,4.41
2001,黄石(4202),190948,8902,4.66
2002,黄石(4202),189105,9227,4.88
2003,黄石(4202),188446,9783,5.19
2004,黄石(4202),188995,10399,5.5
2005,黄石(4202),193275,11004,5.69
2006,黄石(4202),208910,12459,5.96
2007,黄石(4202),224022,13768,6.15
2008,黄石(4202),239445,15472,6.46
2009,黄石(4202),254667,17057,6.7
2010,黄石(4202),263100,18389,6.99
2011,黄石(4202),273703,19013,6.95
2012,黄石(4202),280804,19553,6.96
2013,黄石(4202),291422,20267,6.95
2014,黄石(4202),300909,20841,6.93
2015,黄石(4202),293727,20303,6.91
2016,黄石(4202),291277,20058,6.89
2017,黄石(4202),290047,19801,6.83
2018,黄石(4202),286472,19603,6.84
2019,黄石(4202),280509,19214,6.85
2020,黄石(4202),446972,30661,6.86
2000,黑河(2311),201220,13338,6.63
2001,黑河(2311),185170,12449,6.72
2002,黑河(2311),172393,11725,6.8
2003,黑河(2311),161984,11071,6.83
2004,黑河(2311),153379,10592,6.91
2005,黑河(2311),148639,10403,7.0
2006,黑河(2311),152811,10741,7.03
2007,黑河(2311),156392,11113,7.11
2008,黑河(2311),159363,11372,7.14
2009,黑河(2311),162311,11743,7.23
2010,黑河(2311),160412,11747,7.32
2011,黑河(2311),167115,12333,7.38
2012,黑河(2311),171417,12766,7.45
2013,黑河(2311),178123,13343,7.49
2014,黑河(2311),183947,13874,7.54
2015,黑河(2311),179935,13700,7.61
2016,黑河(2311),178534,13745,7.7
2017,黑河(2311),177680,13839,7.79
2018,黑河(2311),175711,13828,7.87
2019,黑河(2311),172364,13723,7.96
2020,黑河(2311),274715,22156,8.07
2000,齐齐哈尔(2302),214825,5320,2.48
2001,齐齐哈尔(2302),203320,5200,2.56
2002,齐齐哈尔(2302),194047,5149,2.65
2003,齐齐哈尔(2302),187374,5125,2.74
2004,齐齐哈尔(2302),182128,5109,2.81
2005,齐齐哈尔(2302),180338,5201,2.88
2006,齐齐哈尔(2302),190381,5733,3.01
2007,齐齐哈尔(2302),199237,6025,3.02
2008,齐齐哈尔(2302),208200,6529,3.14
2009,齐齐哈尔(2302),216711,7069,3.26
2010,齐齐哈尔(2302),218601,7245,3.31
2011,齐齐哈尔(2302),227798,7693,3.38
2012,齐齐哈尔(2302),233624,7876,3.37
2013,齐齐哈尔(2302),242529,8241,3.4
2014,齐齐哈尔(2302),250605,8653,3.45
2015,齐齐哈尔(2302),244824,8497,3.47
2016,齐齐哈尔(2302),242776,8497,3.5
2017,齐齐哈尔(2302),242006,8545,3.53
2018,齐齐哈尔(2302),238965,8497,3.56
2019,齐齐哈尔(2302),234165,8430,3.6
2020,齐齐哈尔(2302),372979,13594,3.64
2000,龙岩(3508),327022,20445,6.25
